Objeto,Categoria
"CONTRATAÇÃO DE EMPRESA PARA EXCECUÇAO DE PAVIMENTAÇÃO EM PARALELEPÍPEDO, NO MUNICÍPIO DE AREIA-PB TRECHOS 14,15,19 E 27",10205
"Contratação de empresa para execução de obra de modernização do Estádio O Assisão, localizado no município de Bernardino Batista-PB",10205
"Contratação de empresa para execução de obra de construção do Centro Integral de Formação de Alunos e Professores, no município de Bernardino Batista-PB",10101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA DA FARMÁCIA BÁSICA MUNICIPAL DE PETROLINA DE GOIÁS-GO, CONFORME TERMO DE REFERÊNCIA E PROJETO DE ENGENHARIA.",10101
Contratação de empresa especializada em construção civil para prestação de serviços com fornecimento de materiais e mão de obra para reforma e revitalização das edificações do SERVICO SOCIAL DA INDUSTRIA SESI - DR/ES da Unidade do SESI CULTUR...,10101
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE REFORMA DO CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL (CRAS) NA ZONA URBANA DO MUNICÍPIO SÃO JOÃO DA SERRA-PI,10101
Contratação de empresa para a prestação de serviço de Obra de Pavimentação em Paralelepípedo na zona urbana do município de Marcolândia.,10205
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE REFORMA DO CENTRO DOS IDOSOS “FRANCISCO ANACLETO DE ALMEIDA” NO MUNICÍPIO DE SÃO JOÃO DA SERRA,10101
"Execução de serviços de engenharia para Fornecimento de Laudo de Inspeção Predial do Imóvel dos Correios Situado na Praça XV de Novembro Florianópolis/SC, sem cessão de mão de obra, pelo regime de empreitada por preço global, conforme Edital ...",30101
"EXECUÇÃO DO CENTRO DE APOIO AO DIAGNÓSTICO E TERAPIA (CADT) DO HOSPITAL NOSSA SENHORA DA CONCEIÇÃO E FILIAIS, E DEMAIS SERVIÇOS, conforme Memorial(is) Descritivo(s)/Termo(s) de Referência/Projeto Básico, planilhas orçamentárias, documentos téc...",10101
"Contratação de Empresa Especializada para a Execução de Serviços de Construção de Quadra Poliesportiva Coberta, localizada na Rua José de Souza Neiva, nº 835, Bairro Maranata, no Município de Cerejeiras – RO, com Recursos de Convênio atravé...",10205
"Contratação de Empresa Especializada em serviços de Engenharia Civil para execução da Adequação da 1ª etapa da Prefeitura, conforme Projeto Básico, Memorial Descritivo; Especificações Técnicas; Planilha Resumo; Composição Unitária de Custo...",10101
"Contratação de empresa especializada em serviços de obras e engenharia para reforma da cobertura do edifício Sede do CDE/RME em Palmas/TO, com área de intervenção de 362,12m².",10101
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA A EXECUÇÃO DE SERVIÇO DE nCONSTRUÇÃO DE MURO DE ARRIMO EM BLOCO CHEIO NA RUA NASCIMENTO NEIVA - BAIRRO nVIRIATO - RECURSO FINISA - CONTRATO Nº 0620799-84 DE 13/09/2023.,10206
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA PARA EXECUÇÃO DA EXTENSÃO DA PAVIMENTAÇÃO EM PARALELEPÍPEDO DO TIPO CONVENCIONAL COM DRENAGEM SUPERFICIAL DA RUA MARCOS MAGNO DE CÁSSIO NO ASSENTAMENTO PIRANGI EM GALINHOS/RN,10205
"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA A EXECUCAO DOS SERVICOS DE DRENAGEM E PAVIMENTACAO ASFALTICA DA RUA EMILIO MARINS â TRECHO 01, BAIRRO VILA DO SUL, NO MUNICIPIO DE ALEGRE/ES (PROPOSTA NO 003119/2022 â MINISTERIO DAS CIDADES)",10205
"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA A EXECUCAO DOS SERVICOS DE DRENAGEM E PAVIMENTACAO ASFALTICA DA RUA EMILIO MARINS â TRECHO 02, BAIRRO VILA DO SUL, NO MUNICIPIO DE ALEGRE/ES (PROPOSTA NO 018733/2022 â MINISTERIO DAS CIDADES)",10205
"Contratação de empresa especializada para execução de obras de pavimentação, drenagem e sinalização da rua Junho, no bairro Cajueiro.",10205
"CONTRATAÇÃO DE PESSOA JURÍDICA COM FORNECIMENTO DE MATERIAL E MÃO-DE-OBRA PARA CONSTRUÇÃO DE UMA PONTE DE CONCRETO ARMADO SOBRE O RIO BRAÇO DO NORTE, QUE INTERLIGA A SC-108 A RUA BORTOLO DELLA GIUSTINA, MUNICÍPIO DE BRAÇO DO NORTE/SC",10204
"Contratação de empresa especializada para execução de pavimentação asfáltica na Rua Júlio Anzanello, trecho sobre estrada de chão, através da Secretaria Municipal de Obras Públicas, Habitação, Segurança e Proteção Social, com Recurso Esta...",10201
CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE PROJETO DE CONSTRUÇÃO DE PISTA DE SKATEPARK. EMENDA PARLAMENTAR N. 09032022-21803.,10205
Contratação de empresa para a prestação de serviço de Obra de Pavimentação em Paralelepípedo na zona urbana do município de Marcolândia.,10205
"Sinalização horizontal em diversas ruas asfaltadas localizado na zona urbana do Município de Felipe Guerra/RN, conforme especificações e demais elementos técnicos constantes no Projeto Básico.",10205
"Registro de Preços para futura e eventual contratação de empresa para prestação de serviços de fornecimento de mão de obra para execução de operação da usina asfáltica, e para operação, produção e assentamento de perfis intertravados de c...",10205
"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE MÃO DE OBRA COM FORNECIMENTO DE MATERIAIS PARA EXECUÇÃO DA REFORMA E AMPLIAÇÃO DA EMEIEF SÃO JOÃO BATISTA DE LA SALLE, LOCALIZADO NA RUA ALFREDO DE SOUZA, BAIRRO MORADA DO SOL, MATRÍCULA N....",10101
"Contratação dos serviços de pavimentação asfáltica (CBUQ), drenagem pluvial e sinalização viária, na Estrada Sertão Capivara, com área total de 11.520,00m².",10201
CONTRATAÇÃO DE PESSOA JURÍDICA PARA REALIZAÇÃO DE OBRA DE CONSTRUÇÃO DE ESCOLA DE EDUCAÇÃO INFANTIL - TIPO C - PROINFÂNCIA - CONSTRUÇÃO PADRÃO FNDE NO MUNICÍPIO DE LAGOA D`ANTA/RN.,10101
"CONTRATAÇÃO DE EMPRESTA PARA REALIZAÇÃO DE SERVIÇO DE PAVIMENTAÇÃO A PARALELEPIPEDOS EM DIVERSAS RUAS, NA COMUNIDADE DE LAGOA DO CHICO, ZONA RURAL DO MUNICIPIO DE LAGOA D`ANTA-RN.",10205
"Seleção de proposta mais vantajosa tipo menor preço global; para contratação de empresa especializada para a prestação de serviços de em engenharia de segurança e medicina do trabalho para elaboração, implantação e coordenação dos seguinte...",30101
"contratação de empresa em regime de empreitada global para a execução de serviços de pavimentação com pedras irregulares basálticas, em um Trecho da Rua Ametista, em um trecho da Rua Caxias do Sul e em um Trecho da Linha 21 de Abril, no municípi...",10205
"Contratação de Pessoa Jurídica para Execução de Serviço Comum de Engenharia, com material incluso, objetivando uma cobertura com estrutura metálica, com área de 785,00 m2, no Prédio da Câmara Municipal de Vereadores de São Gabriel, conforme Pr...",10207
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE ENGENHARIA PARA REALIZAÇÃO DE EVENTUAL CONSTRUÇÃO DE 35 KM DE ESTRADAS VICINAIS NO MUNICÍPIO DE MOJU EM ATENDIMENTO AS DEMANDAS DA SECRETARIA DE OBRAS E URBANISMO – SEMOURB,10201
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRAS DE ENGENHARIA PARA EXECUÇÃO, COM FORNECIMENTO DE MATERIAL E MÃO-DE-OBRA, DE PAVIMENTAÇÃO ASFÁLTICA NA ESTRADA VICINAL RODOVIA EMG-107/EMG-015 – TRECHO 1 ENTRE LINHA KILIAN/SC-283, CONVERGENTE COM O...",10201
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA REFORMA E AMPLIAÇÃO EMEI JERRY EMERSON CORRÊA MARINHO MUNICIPIO DE REDENÇÃO -PA.,10101
"Contratação de pessoa jurídica visando o recapeamento asfáltico em CBUQ, de vias do Distrito de Cascavel, Município de Ibicoara.",10205
"Contratação de empresa especializada, com fornecimento de materiais, equipamentos e mão de obra especializada para construção de rotatória, construção de calçadas em paver construção de pavimento novo em CBUQ, galerias pluviais, no trecho entr...",10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO DE INFRAESTRUTURA PÚBLICA (ESCOLA, UBS E CENTRO COMUNITÁRIO) NA VILA DO ARUMÃ, ZONA RURAL DE BERURI.",10101
"Contratação de empresa especializada para execução da obra de construção de Estádio de Futebol no Bairro Iracema Nocrato, Zona Urbana do município de Saboeiro/CE, referente ao MAPP 5818, conforme condições, quantidades e exigências estabelecid...",10205
"Contratação de empresa especializada para execução das obras de construção de bueiros em diversas localidades do Município de Quixelô/CE, por intermédio da Secretaria de Infraestrutura,",10205
"Contratação de empresa para prestação de serviços de recuperação e proteção de nascentes, com fornecimento de mão de obra, materiais inclusos e demais insumos necessário, conforme convênio firmado entre o município de General Carneiro/PR e a...",10401
"OBJETO: Contratação de empresa para execução de muro de contenção em concreto conforme projeto, mediante licitação.",10206
Objeto: Contratação de empresa para construção do Campo Society Bairro Cachoeirinha.,10205
"Registro de Preços para futura e eventual contratação de empresa para prestação de serviços de fornecimento de mão de obra para execução de operação da usina asfáltica, e para operação, produção e assentamento de perfis intertravados de c...",10205
"Contratação de empresa especializada para prestação de serviços de pavimentação asfaltica em CBUQcom fornecimento de material na Rua José Eduardo Ferreira,Centro na cidade de Nova Resende-MG, cm recursos prórpios do Município.",10205
"Contratação de empresa especializada em serviços de engenharia para execução de pavimentação em blocos sextavados e drenagem superficial na estrada vicinal, no Córrego Funil, próximo a residência do Sr. José Romoaldo, na Zona Rural do Municíp...",10201
"Contratação de empresa especializada em serviços de engenharia para execução de pavimentação em blocos sextavados e drenagem superficial na estrada vicinal, no Córrego Funil, próximo a residência do Sr. Geraldo Terra, na Zona Rural do Municípi...",10201
CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE TERRAPLENAGEM E PAVIMENTAÇÃO DA RUA SÃO SILVÉRIO.,10205
"CONTRATAÇÃO DE EMPRESA DE OBRAS, PARA CONSTRUÇÃO DE CALÇADAS na Avenida denominada 21 de Março e, entorno do quarteirão das escolas municipais EMEF - PROF ALTINO JACINTO TOVO e, CEMEI - WILMA MARIA LORENZATO BREDARIOLI, compreendendo o forneciment...",10205
"Contratação De Empresa Especializada Para A Execução De Pavimentação Asfáltica Em PMF, Com Fornecimento Total De Materiais, Sob O Regime De Empreitada Por Preço Global, Conforme Termo De Referência Parte Integrante Deste Edital E Em Atendimento ...",10205
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE OBRAS DE SERVIÇOS COMPLEMENTARES NA CONSTRUÇÃO DA ROTATÓRIA EM TRECHO NA RODOVIA ARTHUR SOUTO MAIOR FILIZZOLA,10201
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE PROJETO DE RECAPEAMENTO ASFÁLTICO EM VIAS PÚBLICAS NO DISTRITO DE LAGOA BONITA E NA SEDE DESTE MUNICÍPIO DE CORDISBURGO MG, OBEDECENDO AOS PADRÕES TÉCNICOS E ÀS EXIGÊNCIAS DESCRITAS EM EDITAL",10205
CONTRATAÇÃO DE EMPRESA PARA PAVIMENTAÇÃO ASFALTICA,10205
"Contratação de empresa para Prestação de Serviço de Regularização Fundiária Urbana na modalidade REURB-S de Núcleos Urbanos Informais, no Município de Cedro do Abaeté/MG, nos termos e condições estabelecidos no termo de referência e seus an...",30101
Contratação de empresa especializada em Prestação de Serviços de Engenharia para reforma e modernização da Quadra do Bairro dos Campos,10205
Contratação de empresa para Execução de Reforma de Área Pública com Implantação de Parque Infantil e Revitalização das Calçadas na Praça Capitão Mateus de Andrade – Vila Madalena – São Paulo/SP.,10205
"Contratação de empresa para a execução de 4.663,80​ m² Pavimentação em Paralelepípedo, referente às ruas na zona rural do município de Itaueira - PI.",10205
"Contratação de empresa especializada na área de Arquitetura e Engenharia para a prestação de serviços técnicos de consultoria, fiscalização de obras e elaboração de Projetos Arquitetônicos, Projetos Executivos, Projetos Complementares para pr...",30101
"O objeto da presente licitação é o REGISTRO DE PREÇOS PARA FUTURAS E EVENTUAIS CONTRATAÇÃO (ÕES) DE EMPRESA(S) PARA ELABORAÇÃO DE PROJETOS BÁSICOS E EXECUTIVOS, ORÇAMENTOS E ATUALIZAÇÕES, MEMORIAIS DESCRITIVOS DENTRE OUTROS SERVIÇOS NA ÁRE...",30101
"Contratação de empresa especializada na confecção de maquetes, de acordo com o Projeto ALCÂNTARA: DOS DINOSSÁUROS À ERA ESPACIAL, referente ao Contrato nº 325/2023 UASG 154041, cadastrado nesta Fundação sob o código 1484, observando os preceit...",30101
"O objeto da presente licitação é a escolha da proposta mais vantajosa para CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRA DE CONSTRUÇÃO DA PRAÇA NO BAIRRO IPEROBA, NESTE MUNICÍPIO, conforme condições, quantidades e exigências estabelecidas ne...",10205
"Contratação de empresa especializada para execução de obra de recapeamento asfáltico em parte da Rua Ernesto Potrich, trecho entre a Rua Santo Antônio e Rua Belmiro Victor Dalla Vecchia, conforme, projetos, memorial descritivo, planilha orçamentá...",10205
CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE MÃO DE OBRA COM FORNECIMENTO DE MATERIAIS PARA REFORMA DA DELEGACIA DE POLICIA CIVIL DO MUNICIPIO DE CAMBORIÚ.,10101
"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA, PARA PRESTAÇÃO DE SERVIÇOS DE SINALIZAÇÃO DE TRÂNSITO - VIAS DE CIRCULAÇÃO EM DIVERSAS RUAS DO MUNICÍPIO DE HERCULÂNDIA - SP, DE FORMA PARCELADA, PELO PERIODO DE...",10306
Contratação de empresa de engenharia para reforma do telhado do prédio da Câmara Municipal de Nova Itarana - Bahia,10101
PAVIMENTAÇÃO ASFÁLTICA E DRENAGEM DE ÁGUA PLUVIAIS NO BAIRRO JARDIM ALEGRE,10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DO PLANO DE RECUPERAÇÃO DE ÁREA DEGRADADA (PRAD) PARA AS ÁREAS DE PRESERVAÇÃO PERMANENTE (APP) DAS MARGENS DO RIO DAS OSTRAS, EM BALNEÁRIO CAMBORIÚ/SC",10401
ESTADO DE PERNAMBUCO MUNICÍPIO DE BELÉM DE MARIA COMISSÃO PERMANENTE DE LICITAÇÃO CONCORRÊNCIA Nº 003/2024 AVISO DE LICITAÇÃO PROCESSO LICITÁTORIO Nº. 052/2024 - CONCORRÊNCIA Nº 003/2024. OBJETO: Contratação de empresa especializada para a...,10205
"Pregão Eletrônico - Contratação de empresa especializada para elaboração de projetos de arquitetura e engenharia, estudos técnicos e documentação complementar necessária para viabilizar a contratação de obra de construção do Hospital Univer...",30101
"Pregão Eletrônico - Prestação de serviços especializados de engenharia para a reforma das salas 243 e 245, com área total de 200m², incluindo todas as intervenções civis necessárias, fornecimento de insumos e mão de obra, nas dependências do ...",10101
"Pregão Eletrônico - Contratação de Elaboração de Projeto Executivo completo de Reforma da Casas das Voluntárias,",30101
"Pregão Eletrônico - Contratação de Elaboração de Projeto Executivo de Reforma do Telhado da Casa Branca.,",30101
"Pregão Eletrônico - Contratação de serviços de engenharia para execução de reforma visando à substituição de piso na Subseção Judiciária de Ponta Grossa,",10101
"Pregão Eletrônico - O objeto da licitação é a prestação dos serviços de pavimentação com reciclagem do pavimento e da base no trecho de acesso ao setor II da ZPE pela rodovia CE 421, em Caucaia, nas condições estabelecidas neste edital e seus...",10201
"Pregão Eletrônico - Contratação de serviço especializado de elaboração de Projeto e de Memorial Descritivo de Sinalização Visual para os espaços físicos do Edifício-Sede do TRE/PA e anexos.,",30101
Pregão Eletrônico - Contratação de empresa especializada para serviços de aplicação de isolante térmico rígido em poliuretano a ser aplicado nas coberturas do ginásio poliesportivo e almoxarifado da unidade Sesc Venda Nova incluindo toda mão d...,10110
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE MATERIAL PARA EXECUÇÃO PRÓPRIA DE PAVIMENTAÇÃO EM TSD NOS TRECHOS: AVENIDA BANDEIRANTES ALEIXO, AVENIDA JOÃO RICARDO FERREIRA, AVENIDA SÃO PEDRO CAMBARA, AVENIDA DR. JOSÉ ANTÔNIO PAÇO ...",10205
"Concorrência Pública nº 022/2024, que tem como objeto a contratação de empresa para execução de pavimentação asfáltica de trecho da rua 14 de julho, bairro chácaras.",10205
"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DA OBRA DE REFORMA DO CAMPO DE FUTEBOL DO BAIRRO NITERÓI, MUNICÍPIO DE PIÚMA/ES",10205
Execução de Projeto de Construção de Pista de Skatepark. Emenda Parlamentar n. 09032022-21803.,10205
"Contratação de empresa especializada para reforma de 8(oito) pontes no perímetro urbano, empreitada global(mão de obra e material).",10204
Prefeituras. Estado de Minas Gerais. Prefeitura Municipal de Cambuquira. AVISO DE LICITAÇÃO Pregão Eletrônico Nº 79/2024 PAL 205.2024 Serviços comuns de engenharia. Esses serviços visam a construção da Creche do Idoso que será edificado na Av. ...,10101
"Prefeituras. Estado do Rio Grande do Sul. Prefeitura Municipal de Ibarama. AVISO DE LICITAÇÃO CONCORRÊNCIA N° 2/2024 Objeto: Contratação de empresa especializada para reforma de 8(oito) pontes no perímetro urbano, empreitada global (mão de obra e...",10204
Prefeituras. Estado do Espírito Santo. Prefeitura Municipal de Vitória. AVISO DE LICITAÇÃO Licitação Pública Nacional nº 3/2024 NOVA DATA DE APRESENTAÇÃO DE PROPOSTA Contrato de Empréstimo nº: BR-L1497 - 4617/OC - BR. Edital nº: Licitação ...,10101
Prefeituras. Estado de Mato Grosso. Prefeitura Municipal de Primavera do Leste. AVISO DE LICITAÇÃO CONCORRÊNCIA N° 16/2024 EDITAL DE LICITAÇÃO. PROCESSO ADMINISTRATIVO N° 1226/2024. LEGISLAÇÃO APLICÁVEL. Regido pela Lei Nº 14.133/21e alteraç...,10205
"Prefeituras. Estado do Rio Grande do Sul. Prefeitura Municipal de Cotiporã. AVISO DE LICITAÇÃO CONCORRÊNCIA PÚBLICA N° 18/2024 Processo nº 297/2023 Encontra-se aberta a CONCORRÊNCIA PÚBLICA Nº 018/2024, do tipo menor preço global, para a prest...",10201
Prefeituras. Estado do Maranhão. Prefeitura Municipal de São Bento. AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 37/2024 OBJETO: Contratação de empresa especializada em engenharia para elaboração do projeto técnico executivo de implantação pavim...,30101
"Prefeituras. Estado do Pará. Prefeitura Municipal de Moju. AVISO DE LICITAÇÃO CONCORRÊNCIA Nº 202408120008-CONC/CCL/PMM Abertura: 03/09/2024, às 10:00 hs. Objeto: Contratação de Empresa Especializada em Serviço de Engenharia Para Realização de...",10201
Prefeituras. Estado do Rio Grande do Sul. Prefeitura Municipal de Morro Reuter. AVISO DE LICITAÇÃO CONCORRÊNCIA PRESENCIAL Nº 9/2024 Objeto: Contratação de empresa para obra de pavimentação da Rua Duque de Caxias - Etapa VI. Recursos: Ministério...,10205
Prefeituras. Estado de Minas Gerais. Prefeitura Municipal de Munhoz. AVISO DE LICITAÇÃO CONCORRÊNCIA PÚBLICA Nº 17/2024 Processo Licitatório n.º 220/2024 - Concorrência Pública nº 17/2024. Objeto: Contratação de empresa para pavimentação as...,10205
"contratação de empresa especializada em execução de obras e serviços de engenharia para calçamento em bloco sextavado. O julgamento das propostas de preços e habilitação ocorrerão no dia 05/09/2024, às 09h00m, através da plataforma “Licitar...",10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS COMUM DE ENGENHARIA PARA REVITALIZAÇÃO DO SISTEMA DE ILUMINAÇÃO DA PONTE DO LAGO DE JAVARI, COM A ELABORAÇÃO DO PROJETO EXECUTIVO",10208
Contratação de empresa especializada para a prestação de serviços de pavimentação em Blocos de paralelepípedos em ruas do Município de Belém de Maria/PE.,10205
"Obra de contenção em muro de solo cimento e reparo de escada e muro em concreto armado com elementos estruturais como: cinta, viga e pilares, localizados na rua união, nº 08 - bairro Santo Agostinho, Volta Redonda/RJ.",10206
"- EXECUÇÃO DE OBRA COMUM DE ENGENHARIA DE DRENAGEM PLUVIAL E PAVIMENTAÇÃO NAS VIAS PÚBLICAS GERMANO JOSÉ ZANON (ITEM 1) E CONSTRUTOR ARNALDO IMHOF (ITEM 2), CONTEMPLANDO FORNECIMENTO DE MÃO DE OBRA, MATERIAIS, EQUIPAMENTOS E OUTROS SERVIÇOS AFINS...",10205
"Contratação de empresa especializada na prestação de serviços de engenharia para realização de serviços de reforma das Praças situadas a Rua Padre Ibraim e Rua Henrique Diniz, do Município de Ibertioga/MG",10205
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE PAVIMENTAÇÃO EM PARALELEPIPEDOS GRANITICOS DA VIA E ACESSO AO POVOADO DO SITIO PRATA, NA ZONA RURAL DO MUNICÍPIO DE EXU-PE",10205
"Contratação de empresa especializada em obras e serviços de engenharia para construção de praça pública no setor Castanheiras, em atendimento as solicitações da Secretaria Municipal de Desenvolvimento, Urbanismo, Habitação e Obras de Pedro Afo...",10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA DA FARMÁCIA BÁSICA MUNICIPAL DE PETROLINA DE GOIÁS-GO, CONFORME TERMO DE REFERÊNCIA E PROJETO DE ENGENHARIA",10101
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA A REFORMA DE QUADRA ESPORTIVA E A CONSTRUÇÃO DE PRAÇA, NO BAIRRO VILA NOVA, NA RUA MANOEL JOSÉ FURTADO, NO MUNICÍPIO DE CUPARAQUE/MG, SENDO COM RECURSOS ORIUNDOS DE TRANSFERÊNCIA ESPECIAL DO MINISTÉRIO D...",10205
"PREGÃO ELETRÔNICO REGISTRO DE PREÇOS PARA A FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE PROJETO E INSTALAÇÃO DE POSTO DE TRANSFORMAÇÃO DE 45 KVA, PARA IMPLANTAÇÃO DE USINA SOLAR LOCALIZADO NA RUA SÃO GONÇALO, ...",30101
"PREGÃO ELETRÔNICO REGISTRO DE PREÇOS PARA A FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE PROJETO E INSTALAÇÃO DE POSTO DE TRANSFORMAÇÃO DE 45 KVA, PARA IMPLANTAÇÃO DE USINA SOLAR IMPLANTADO NO VIVEIRO MUNICIPAL D...",30101
- CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE PAVIMENTAÇÃO ASFÁLTICA NA LINHA XV DE NOVEMBRO – PAVIMENTA 2,10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CONSTRUÇÃO CIVIL PARA REFORMA, ADEQUAÇÃO E AMPLIAÇÃO DA UBS DO DISTRITO DE BARRÂNIA",10101
"O objeto desta presente licitação é a Contratação de serviços de engenharia especializada para Implantação de Complexo Esportivo contendo módulos: Campo de Futebol de Grama Sintetica, Quadra Poliesportiva, Playground API 3 (parquinho) e paisagis...",10205
REFORMA/ADEQUAÇÃO DO PROJETO PREVENTIVO CONTRA INCÊNDIO DA ESCOLA JAIME GILI E DO CENTRO DE EDUCAÇÃO INFANTIL VÓ PAULINA.,10110
a contratação de empresa especializada para execução de serviços de Pavimentação em intertravado em diversas ruas do município de Pombos-PE,10205
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA REFORMA DA CAPELA DO HOSPITAL DA BRIGADA MILITAR DE PORTO ALEGRE,10101
"continuação da construção de uma escola de seis salas de aula, espaço educativo urbano, projeto FNDE",10101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE PAVIMENTAÇÃO EM PEDRA TOSCA SEM REJUNTAMENTO NAS RUAS: SDO PASSAGEM DAS PEDRAS, SDO LAGOA DOS MENDONÇAS, SÍTIO MOÇAMBIQUE E NO TRECHO DA LOCALIDADE DE TAMBOATÁ, NO MUNICÍPIO DE GUARACIABA D...",10205
REGISTRO DE PRECOS PARA SERVICO E MATERIAL DE SINALIZACAO VIARIA,10306
"O objeto da licitação é a prestação dos serviços de pavimentação com reciclagem do pavimento e da base no trecho de acesso ao setor II da ZPE pela rodovia CE 421, em Caucaia, nas condições estabelecidas neste edital e seus anexos.",10201
Contratação de Elaboração de Projeto Executivo completo de Reforma da Casas das Voluntárias,30101
Contratação de Empresa Especializada de Engenharia para Reforma do Quadro de Distribuição da Baixa Tensão (alimentadores) do Prédio da Telemedidas do CLBI. PAG: 67703.000423/2024-69,10110
"Contratação de empresa especializada para serviços de aplicação de isolante térmico rígido em poliuretano a ser aplicado nas coberturas do ginásio poliesportivo e almoxarifado da unidade Sesc Venda Nova incluindo toda mão de obra, equipamentos f...",10110
"CONTRATAÇÃO de SERVIÇOS DE ENGENHARIA PARA ELABORAR PROJETOS EXECUTIVOS DE BARREIRA RÍGIDO E GUARDA-CORPO, BEM COMO EXECUÇÃO DESTES PROJETOS E EXECUÇÃO DE REABILITAÇÃO ESTRUTURAL DO VIADUTO JOÃO SIMONETTI, NA CIDADE EM BAURU/SP, EM CONFORMIDAD...",30101
Contratação de serviços de engenharia para execução de reforma visando à substituição de piso na Subseção Judiciária de Ponta Grossa,10101
"Contratação de empresa para execução de serviços de engenharia (terraplenagem, pavimentação, drenagem e etc.) nas ruas do Bairro Miritizal (Trav. Da Preguiça, Rua Antônio Lucas, Trav. Do Cabanhas e Rua Rio Juruá).",10205
CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRAS E SERVIÇOS DESTINADOS A INFRAESTRUTURA URBANA DE ÁGUAS PLUVIAIS COM RECOMPOSIÇÃO ASFÁLTICA – RUA DOS BURITIS DO BAIRRO PARQUE INDUSTRIAL II.,10205
"Contratação de empresa especializada para execução (com fornecimento de mão de obra, materiais e equipamentos necessários) mais serviços preliminares, terraplanagem, pavimentação, passeio em paver e sinalização viária de uma Baia com Paviment...",10205
"Contratação de empresa especializada na área de engenharia civil devidamente registrada, CREA/CAU, para ampliação de três salas, na escola CEMEI Profª. Mercedes Lopes de Marchi, localizada na avenida José Ghedin, nº 270, no Bairro Jardim Nova Ba...",10101
"Contratação de empresa especializada na elaboração de Projeto Executivo de reforma e ampliação da 2ª Cia do 1º BPAmb, localizada na Rua Etruscos, nº 41/43, Água Funda, São Paulo/SP",30101
Contratação de serviço especializado de elaboração de Projeto e de Memorial Descritivo de Sinalização Visual para os espaços físicos do Edifício-Sede do TRE/PA e anexos.,30101
"Execução de serviços de pavimentação de via urbana em CBUQ, 1.210 m2, incluindo serviços preliminares, terraplenagem, drenagem, base e sub-base, revestimento, meio-fio e sarjeta, serviços de urbanização, sinalização de trânsito e ensaios tecn...",10205
Contratação de Elaboração de Projeto Executivo de Reforma do Telhado da Casa Branca.,30101
Contratação de empresa especializada em engenharia para obra de construção do IFPI Campus Altos,10101
"Serviço de Pavimentação Asfáltica do tipo CBUQ. A obra consiste na pavimentação de 2.903,46m² em trecho na rua Redentora, 1.026,80 m² em trecho na Rua Coronel Bicaco e 1.900,00 m² em trecho da Rua Pedro Garcia no município de Campo Novo/RS.",10205
"Construção de Infraestrutura Urbana (lazer), contendo campo de futebol com grama sintética, playground, paisagismo e demais itens e especificações técnicas constantes no projeto.",10205
